시아버님,"시아버님"
출가외인,"출가,외인"
여기저기,"여기,저기"
야단야단,"야단,야단"
철딱서니,"철딱서니"
현대문학,"현대,문학"
책상다리,"책상,다리"
부스러기,"부스러기"
두루마리,"두루마리"
이부자리,"이부자리"
붙박이장,"붙박이장"
잡동사니,"잡동사니"
시금치나물,"시금치,나물"
진수성찬,"진수성찬"
고무장갑,"고무,장갑"
옥신각신,"옥신각신"
작은손자,"작은손자"
희소가치,"희소,가치"
지하철역,"지하철역"
고속도로,"고속,도로"
국회의원,"국회,의원"
인생무상,"인생,무상"
천부당만부당,"천부당,만부당"
요샛세상,"요샛세상"
며늘아기,"며늘아기"
회전목마,"회전,목마"
사이사이,"사이,사이"
불평불만,"불평,불만"
초저녁잠,"초저녁잠"
반신반의,"반신반의"
빈털터리,"빈털터리"
천생연분,"천생연분"
상업주의,"상업,주의"
무미건조,"무미,건조"
개인주의,"개인,주의"
가족주의,"가족,주의"
식민주의,"식민,주의"
남존여비,"남존여비"
군국주의,"군국,주의"
전통주의,"전통,주의"
이기주의,"이기,주의"
전체주의,"전체,주의"
관세음보살,"관세음,보살"
충청남도,"충청,남도"
병자호란,"병자,호란"
독립운동,"독립,운동"
사회주의,"사회,주의"
단독정부,"단독,정부"
대전형무소,"대전,형무소"
산골짜기,"산골짜기"
대본서점,"대본,서점"
한국문학전집,"한국,문학,전집"
교양서적,"교양,서적"
가장집물,"가장,집물"
웃음거리,"웃음거리"
사회생활,"사회,생활"
출신성분,"출신,성분"
가시밭길,"가시,밭길"
두문분출,"두문분출"
완행열차,"완행,열차"
봉두난발,"봉두난발"
어린아이,"어린아이"
울음소리,"울음,소리"
삼일수하,"삼일,수하"
십승지지,"십승지지"
전라북도,"전라북도"
반야심경,"반야,심경"
주간종교,"주간,종교"
쇳덩어리,"쇳덩어리"
한국기원,"한국,기원"
대한기원,"대한,기원"
민중불교,"민중,불교"
한국문학사,"한국,문학사"
백제출판사,"백제,출판사"
일월서각,"일월,서각"
문예중앙,"문예,중앙"
교통사고,"교통,사고"
우리시대,"우리,시대"
실천문학사,"실천,문학사"
중도일보,"중도,일보"
부위원장,"부위원장"
살림출판사,"살림,출판사"
중앙일보,"중앙,일보"
여성중앙,"여성,중앙"
동서문화사,"동서,문화사"
한국일보,"한국,일보"
생명기행,"생명,기행"
민주일보,"민주,일보"
삼국유사,"삼국유사"
문화일보,"문화,일보"
화엄신장,"화엄신장"
오온개공도,"오온개공도"
일체고액,"일체,고액"
색불이공,"색불이공"
공불이색,"공불,이색"
색즉시공,"색즉시공"
공즉시색,"공즉시색"
계집아이,"계집,아이"
조왕대신,"조왕대신"
부지깽이,"부지깽이"
결가부좌,"결가부좌"
일호차착,"일호차착"
천지현격,"천지,현격"
아랫입술,"아랫입술"
일일부작,"일일,부작"
일일불식,"일일,불식"
이슬방울,"이슬,방울"
우비희락,"우비,희락"
보리수나무,"보리수,나무"
십육나한,"십육,나한"
지장보살,"지장,보살"
개오줌나무,"개오줌,나무"
무릎걸음,"무릎,걸음"
심우삼매,"심우,삼매"
밥찌꺼기,"밥찌꺼기"
검정콩알,"검정,콩알"
묵묵부답,"묵묵부답"
산꼭대기,"산꼭대기"
서까래감,"서까래감"
치맛자락,"치맛자락"
관음보살,"관음,보살"
잔심부름,"잔심부름"
보리숭늉,"보리,숭늉"
이목구비,"이목구비"
눈언저리,"눈언저리"
사기그릇,"사기,그릇"
낙락장송,"낙락장송"
박장대소,"박장대소"
산하대지,"산하,대지"
이곳저곳,"이곳,저곳"
오라버니,"오라버니"
무간지옥,"무간,지옥"
공경대부,"공경,대부"
자업자득,"자업자득"
어지럼증,"어지럼증"
나뭇가지,"나뭇가지"
오방내외,"오방,내외"
돌덩어리,"돌덩어리"
살림살이,"살림살이"
코맹맹이,"코맹맹이"
만산홍엽,"만산홍엽"
바람막이,"바람막이"
능구렁이,"능구렁이"
오이할머니,"오이,할머니"
신언서판,"신언서판"
꼬부랑글자,"꼬부랑,글자"
앞대가리,"앞대가리"
곤쟁이젖,"곤쟁이젖"
아귀다툼,"아귀,다툼"
시래깃국,"시래깃국"
미꾸라지,"미꾸라지"
극락정토,"극락정토"
떡갈나무,"떡갈,나무"
만단설화,"만단설화"
틈바구니,"틈바구니"
눈깔사탕,"눈깔,사탕"
휘파람새,"휘파람새"
팔목시계,"팔목,시계"
문창호지,"문창호지"
갓난아기,"갓난아기"
소맷자락,"소맷자락"
상수리나무,"상수리,나무"
마른버짐,"마른버짐"
묘수풀이,"묘수,풀이"
가래소리,"가래,소리"
바짓가랑이,"바짓가랑이"
저녁거리,"저녁거리"
궁둥이걸음,"궁둥이,걸음"
딱지치기,"딱지,치기"
구슬치기,"구슬,치기"
팽이치기,"팽이,치기"
제기차기,"제기,차기"
연날리기,"연날리기"
쥐불놀이,"쥐불,놀이"
우리나라,"우리,나라"
혼잣소리,"혼잣소리"
팔랑개비,"팔랑개비"
물푸레나무,"물푸레,나무"
바깥어른,"바깥,어른"
백골난망,"백골난망"
겨드랑이,"겨드랑이"
두루마기,"두루마기"
까막까치,"까막까치"
오줌싸개,"오줌싸개"
갑사댕기,"갑사,댕기"
입춘대길,"입춘,대길"
모이마당,"모이,마당"
진달래꽃,"진달래꽃"
물방앗간,"물방앗간"
둥구나무,"둥구,나무"
산모랭이,"산모랭이"
할아부지,"할아부지"
천만다행,"천만,다행"
꼭두새벽,"꼭두,새벽"
강근지친,"강근,지친"
일가친척,"일가,친척"
인민대중,"인민,대중"
뇌심초사,"뇌심,초사"
손자새끼,"손자,새끼"
남남북녀,"남남,북녀"
옴뚝가지,"옴뚝가지"
찌끄레기,"찌끄레기"
고랑탱이,"고랑탱이"
주전부리,"주전부리"
엄지발가락,"엄지,발가락"
용천뱅이,"용천뱅이"
멧비둘기,"멧비둘기"
패랭이꽃,"패랭이꽃"
개똥지빠귀,"개똥지빠귀"
곤줄박이,"곤줄박이"
멍석딸기,"멍석,딸기"
미륵바위,"미륵,바위"
노랫소리,"노랫소리"
산날맹이,"산날맹이"
하늬바람,"하늬바람"
동냥아치,"동냥아치"
윗주머니,"윗주머니"
가장자리,"가장자리"
전북도당,"전북,도당"
속주머니,"속주머니"
샛별담배,"샛별,담배"
한둔산부대,"한둔산,부대"
압록강부대,"압록강,부대"
동만주항,"동만주항"
과소평가,"과소,평가"
남북조선,"남북,조선"
재산현지당,"재산,현지당"
풍전등화,"풍전등화"
요소요소,"요소,요소"
석가모니,"석가모니"
사바세계,"사바,세계"
극락세계,"극락,세계"
가릉빈가,"가릉빈가"
우담바라화,"우담바라화"
만다라화,"만다라화"
핏덩어리,"핏덩어리"
의왕보살,"의왕,보살"
방방곡곡,"방방,곡곡"
지옥세계,"지옥,세계"
대천세계,"대천,세계"
동북아시아,"동북,아시아"
민주주의,"민주,주의"
마호메트,"마호메트"
중생살이,"중생살이"
천도복숭아,"천도,복숭아"
제석자두,"제석,자두"
총리대신,"총리,대신"
구실살이,"구실살이"
고굉지신,"고굉지신"
태평성세,"태평,성세"
복숭아나무,"복숭아,나무"
부귀영화,"부귀,영화"
분향재배,"분향,재배"
부귀공명,"부귀공명"
하루살이,"하루살이"
중음천도,"중음,천도"
대자대비,"대자,대비"
노심초사,"노심,초사"
염라대왕,"염라,대왕"
조목조목,"조목,조목"
비대발괄,"비대발괄"
부상대고,"부상,대고"
동족상잔,"동족,상잔"
마구잡이,"마구잡이"
좌우지간,"좌우지간"
근검절약,"근검,절약"
삼척동자,"삼척,동자"
청상과부,"청상,과부"
영구불변,"영구,불변"
우여곡절,"우여곡절"
천재지변,"천재지변"
상구보리,"상구,보리"
하화중생,"하화,중생"
백옥발우,"백옥,발우"
대중공양,"대중,공양"
갠지스강,"갠지스강"
자본주의,"자본,주의"
불문가지,"불문,가지"
사우나탕,"사우나탕"
후회막급,"후회,막급"
형이상학,"형이상학"
형이하학,"형이하학"
제일주의,"제일,주의"
황금만능주의,"황금,만능,주의"
절대주의,"절대,주의"
적자생존,"적자,생존"
계급투쟁,"계급,투쟁"
제국주의,"제국,주의"
이해관계,"이해,관계"
어릿광대,"어릿광대"
꼭두각시,"꼭두,각시"
달덩어리,"달덩어리"
지느러미,"지느러미"
무산대중,"무산,대중"
호령호령,"호령,호령"
안방마님,"안방,마님"
땅덩어리,"땅덩어리"
공산주의,"공산,주의"
우두머리,"우두머리"
패권주의,"패권,주의"
일상생활,"일상,생활"
연락부절,"연락,부절"
빵떡모자,"빵떡,모자"
마수걸이,"마수,걸이"
지팡막대,"지팡막대"
미결감방,"미결감방"
정치권력,"정치,권력"
영산회상,"영산,회상"
그리스도,"그리스도"
달음박질,"달음박질"
자작자수,"자작,자수"
딸각발이,"딸각발이"
사필귀정,"사필귀정"
안빈낙도,"안빈낙도"
사서삼경,"사서,삼경"
제자백가,"제자,백가"
가엄자친,"가엄,자친"
단사표음,"단사표음"
동서고금,"동서,고금"
인간지말,"인간지말"
수심정기,"수심,정기"
요지부동,"요지부동"
절학무우,"절학,무우"
우수마발,"우수마발"
삼족지멸,"삼족지멸"
조반석죽,"조반석죽"
근본정신,"근본,정신"
자존자율,"자존,자율"
준동함령,"준동,함령"
실유불성,"실유불성"
유정무정,"유정,무정"
직지인심,"직지,인심"
견성성불,"견성,성불"
이소역대,"이소역대"
필연패망,"필연,패망"
약육강식,"약육강식"
불가사의,"불가사의"
우자다언,"우자,다언"
지자불언,"지자,불언"
언자부지,"언자,부지"
절해고도,"절해,고도"
위리안치,"위리,안치"
억강부약,"억강부약"
부강억약,"부강억약"
춘추필법,"춘추,필법"
조족지혈,"조족지혈"
청맹과니,"청맹과니"
왕생극락,"왕생,극락"
살아생전,"살아생전"
부관참시,"부관참시"
상열지사,"상열지사"
정신문화,"정신,문화"
좌지우지,"좌지우지"
언어도단,"언어,도단"
생사여탈,"생사,여탈"
아비규환,"아비,규환"
망언사죄,"망언,사죄"
명철보신,"명철,보신"
세계만방,"세계,만방"
중계방송,"중계,방송"
아나운서,"아나운서"
조각구름,"조각,구름"
레지던트,"레지던트"
노랑머리,"노랑,머리"
황바가지,"황바가지"
팔자소관,"팔자,소관"
다사다망,"다사,다망"
사과나무,"사과,나무"
그리스도교,"그리스도교"
생로병사,"생로병사"
나무아미타불,"나무,아미타불"
고진감래,"고진감래"
불철주야,"불철주야"
경거망동,"경거,망동"
행복건설,"행복,건설"
신문팔이,"신문팔이"
우산팔이,"우산팔이"
엑스트라,"엑스트라"
안전사고,"안전,사고"
야간작업,"야간,작업"
불가항력,"불가항력"
엑스레이,"엑스레이"
일구이언,"일구,이언"
일도양단,"일도,양단"
자손만대,"자손,만대"
실천문학,"실천,문학"
북악빌라,"북악,빌라"
사내아이,"사내,아이"
건축업자,"건축,업자"
동서남북,"동서남북"
책상물림,"책상,물림"
할아버님,"할아버님"
백세청풍,"백세,청풍"
장강대필,"장강,대필"
배산임수,"배산,임수"
이인위미,"이인,위미"
슬레이트,"슬레이트"
판자때기,"판자때기"
남향받이,"남향받이"
맨드라미,"맨드라미"
구기터널,"구기,터널"
마른기침,"마른기침"
단전호흡,"단전,호흡"
대추나무,"대추,나무"
신혼살림,"신혼,살림"
시내버스,"시내,버스"
언덕배기,"언덕배기"
하우불이,"하우불이"
안성맞춤,"안성,맞춤"
사정사정,"사정,사정"
영업소장,"영업,소장"
가운뎃방,"가운뎃방"
연재소설,"연재,소설"
자력갱생,"자력,갱생"
호주머니,"호주머니"
유치원비,"유치원비"
이조가구,"이조,가구"
경성신문사,"경성,신문사"
전화번호부,"전화번호부"
흔들의자,"흔들,의자"
결혼기념일,"결혼,기념일"
국민학생,"국민,학생"
장삼이사,"장삼이사"
갓난쟁이,"갓난쟁이"
혀짤배기,"혀짤배기"
백의민족,"백의,민족"
소릿가락,"소릿가락"
영생불멸,"영생,불멸"
엉망진창,"엉망,진창"
마음자리,"마음,자리"
전자오락,"전자,오락"
가정교육,"가정,교육"
얼음보숭이,"얼음,보숭이"
민족의식,"민족,의식"
사파이어,"사파이어"
연극배우,"연극,배우"
영웅호걸,"영웅,호걸"
시험공부,"시험,공부"
주홍글씨,"주홍,글씨"
떠꺼머리,"떠꺼머리"
자위행위,"자위,행위"
담임선생,"담임,선생"
갑오경장,"갑오,경장"
아들아이,"아들,아이"
중국대사관,"중국,대사관"
날품팔이,"날품팔이"
아르바이트,"아르바이트"
반가부좌,"반가부좌"
무시무종,"무시,무종"
자연법칙,"자연,법칙"
선인선과,"선인,선과"
악인악과,"악인,악과"
넓적다리,"넓적다리"
옥바라지,"옥바라지"
생년월일,"생년,월일"
비상시국,"비상,시국"
놋재떨이,"놋재떨이"
마하반야,"마하,반야"
나무뿌리,"나무,뿌리"
안전장치,"안전,장치"
몸뚱어리,"몸뚱어리"
언감생심,"언감생심"
눈물바다,"눈물,바다"
무지렁이,"무지렁이"
어마지두,"어마지두"
피비린내,"피비린내"
아지랑이,"아지랑이"
우윳가루,"우윳가루"
흙덩어리,"흙덩어리"
궁둥방아,"궁둥방아"
육자배기,"육자배기"
사방탁자,"사방,탁자"
마디마디,"마디,마디"
최후통첩,"최후,통첩"
무량대수,"무량,대수"
고기비늘,"고기,비늘"
보리방아,"보리,방아"
필부필부,"필부,필부"
선민의식,"선민,의식"
유유자적,"유유,자적"
마른번개,"마른번개"
양자택일,"양자,택일"
회장저고리,"회장,저고리"
동백기름,"동백,기름"
치마허리,"치마,허리"
겉저고리,"겉저고리"
부부지간,"부부지간"
불덩어리,"불덩어리"
천주학당,"천주,학당"
부끄러움,"부끄러움"
실오라기,"실오라기"
다홍치마,"다홍,치마"
뒷주머니,"뒷주머니"
일일일야,"일일,일야"
영감탱이,"영감탱이"
일념즉시,"일념,즉시"
처성자옥,"처성자옥"
가시랑비,"가시랑비"
어둑새벽,"어둑,새벽"
모래무지,"모래무지"
허수아비,"허수아비"
우스갯소리,"우스갯소리"
프랑스제,"프랑스제"
여종업원,"여종업원"
담뱃가루,"담뱃가루"
사고방식,"사고,방식"
레스토랑,"레스토랑"
광주직할시,"광주,직할시"
소매치기,"소매치기"
바람잡이,"바람잡이"
카드잡이,"카드잡이"
본전치기,"본전치기"
사내새끼,"사내,새끼"
나무젓가락,"나무,젓가락"
포장마차,"포장,마차"
왈가왈부,"왈가왈부"
광주폭동,"광주,폭동"
대속순교,"대속,순교"
아프리카,"아프리카"
아미타불,"아미타불"
평안남도,"평안,남도"
스포츠지,"스포츠지"
앉은뱅이,"앉은뱅이"
십중팔구,"십중팔구"
이왕지사,"이왕지사"
인간관계,"인간,관계"
구두닦이,"구두,닦이"
경쟁의식,"경쟁,의식"
횡설수설,"횡설수설"
눈두덩이,"눈두덩이"
성인군자,"성인,군자"
오토바이,"오토바이"
등장인물,"등장,인물"
인사불성,"인사불성"
회의주의자,"회의,주의자"
집단주의자,"집단,주의자"
시베리아,"시베리아"
아랫마을,"아랫마을"
숨바꼭질,"숨바꼭질"
애매모호,"애매,모호"
꿍꿍이속,"꿍꿍이속"
헬리콥터,"헬리콥터"
동서지간,"동서지간"
나무줄기,"나무,줄기"
이기주의자,"이기,주의자"
찰거머리,"찰거머리"
종횡무진,"종횡,무진"
핵폐기물,"핵폐기물"
결사반대,"결사,반대"
지푸라기,"지푸라기"
가족회의,"가족,회의"
말똥구리,"말똥구리"
장바구니,"장바구니"
세상천지,"세상,천지"
산산조각,"산산,조각"
고깃덩이,"고깃덩이"
신진대사,"신진대사"
하나하나,"하나,하나"
국가안전보장국,"국가,안전,보장국"
고등학생,"고등학생"
생활수준,"생활,수준"
콘크리트,"콘크리트"
노동조합법,"노동,조합법"
재형저축,"재형,저축"
전국경제인협회,"전국,경제인,협회"
사제지간,"사제지간"
안보국장,"안보,국장"
일간지사,"일간지사"
옷매무새,"옷매무새"
원수지간,"원수지간"
담배꽁초,"담배,꽁초"
집게손가락,"집게,손가락"
비상사태,"비상,사태"
개머리판,"개머리판"
손톱자국,"손톱,자국"
애물단지,"애물단지"
천덕꾸러기,"천덕,꾸러기"
보통내기,"보통내기"
게으름뱅이,"게으름뱅이"
벌거숭이,"벌거숭이"
우격다짐,"우격,다짐"
프랑스식,"프랑스식"
안달복달,"안달,복달"
자동판매기,"자동,판매기"
바람개비,"바람,개비"
홀어머니,"홀어머니"
이쪽저쪽,"이쪽,저쪽"
총지휘자,"총지휘자"
세원극장,"세원,극장"
중간고사,"중간,고사"
성취동기,"성취,동기"
인생살이,"인생살이"
죽마고우,"죽마고우"
뒷꽁무니,"뒷꽁무니"
출판윤리심의위원회,"출판,윤리,심의,위원회"
박수무당,"박수,무당"
소강상태,"소강,상태"
노상강도,"노상,강도"
복덩어리,"복덩어리"
폭탄선언,"폭탄,선언"
우유부단,"우유부단"
사해동포주의,"사해,동포,주의"
사탕발림,"사탕,발림"
허심탄회,"허심,탄회"
임기응변,"임기,응변"
사무라이,"사무라이"
비상수단,"비상,수단"
기왕지사,"기왕지사"
순간순간,"순간,순간"
풍비박산,"풍비,박산"
돌대가리,"돌대가리"
구경거리,"구경거리"
더벅머리,"더벅,머리"
힘겨루기,"힘겨루기"
시행착오,"시행,착오"
히말라야,"히말라야"
공중분해,"공중,분해"
미치광이,"미치광이"
건강관리,"건강,관리"
가슴앓이,"가슴앓이"
창고지기,"창고지기"
외할머니,"외할머니"
외기러기,"외기러기"
돌연변이,"돌연,변이"
민물고기,"민물고기"
어처구니,"어처구니"
만사형통,"만사,형통"
산모퉁이,"산모퉁이"
왕거미줄,"왕거미줄"
흑질백장,"흑질백장"
개구쟁이,"개구쟁이"
보리피리,"보리,피리"
쑥대머리,"쑥대,머리"
선창머리,"선창,머리"
고무신점,"고무신점"
정신병자,"정신병자"
간이음식점,"간이,음식점"
미닫이문,"미닫이문"
머리끄덩이,"머리,끄덩이"
내동댕이,"내동댕이"
어리빙이,"어리빙이"
구레나룻,"구레나룻"
반거들충이,"반거들충이"
영수증철,"영수증철"
수중다리,"수중,다리"
면사무소,"면사무소"
협동조합,"협동,조합"
신파극단,"신파,극단"
서커스단,"서커스단"
보안서원,"보안,서원"
새침데기,"새침데기"
동네방네,"동네방네"
벼락부자,"벼락,부자"
나뭇조각,"나뭇조각"
괘종시계,"괘종,시계"
먹구름장,"먹구름장"
허벅다리,"허벅다리"
이불자락,"이불,자락"
치맛말기,"치맛말기"
어깻죽지,"어깻죽지"
안개구름,"안개,구름"
돼지고기,"돼지,고기"
팔뚝시계,"팔뚝,시계"
비닐봉지,"비닐,봉지"
파출소장,"파출,소장"
국민학교장,"국민,학교장"
작은아버지,"작은아버지"
바닷고기,"바닷고기"
사모관대,"사모,관대"
친아버지,"친아버지"
직업소개소,"직업,소개소"
보온밥통,"보온,밥통"
끝마무리,"끝마무리"
곱사등이,"곱사등이"
백열전등,"백열,전등"
아파트촌,"아파트촌"
불고깃집,"불고깃집"
해수욕장,"해수욕장"
공동묘지,"공동,묘지"
아침나절,"아침,나절"
세상살이,"세상살이"
공장살이,"공장살이"
두드러기,"두드러기"
갯지렁이,"갯지렁이"
의붓어미,"의붓어미"
은행나무,"은행,나무"
중늙은이,"중늙은이"
멸치잡이,"멸치잡이"
진달래나무,"진달래,나무"
쑥부쟁이,"쑥부쟁이"
쇠막대기,"쇠막대기"
산벚나무,"산벚,나무"
유리구슬,"유리,구슬"
달그림자,"달그림자"
박달나무,"박달,나무"
해매파출소,"해매,파출소"
가마닛값,"가마닛값"
플라스틱,"플라스틱"
고기잡이,"고기잡이"
페인트칠,"페인트칠"
시아저씨,"시아저씨"
모퉁잇길,"모퉁잇길"
엉덩방아,"엉덩방아"
가을걷이,"가을걷이"
네발짐승,"네발,짐승"
짚북데기,"짚북데기"
넌덜머리,"넌덜,머리"
장사바위,"장사,바위"
사범학교,"사범,학교"
동창회장,"동창,회장"
육성회장,"육성,회장"
우체국장,"우체,국장"
국민의례,"국민,의례"
만장일치,"만장,일치"
반동분자,"반동,분자"
사장나무,"사장,나무"
유릿조각,"유릿조각"
연락부원,"연락,부원"
사사건건,"사사건건"
도배종이,"도배,종이"
동저고리,"동저고리"
자연보호,"자연,보호"
아랫이빨,"아랫이빨"
파돗조각,"파돗조각"
못갖춘마디,"못갖춘마디"
태안반도,"태안,반도"
귀뚜라미,"귀뚜라미"
골목골목,"골목,골목"
파렴치한,"파렴치한"
그때그때,"그때,그때"
비몽사몽간,"비몽사몽간"
싸리나무,"싸리,나무"
장작더미,"장작,더미"
먹장구름,"먹장,구름"
조팝나무,"조팝,나무"
석횟가루,"석횟가루"
기공식장,"기공,식장"
전자계산기,"전자,계산기"
경리부장,"경리,부장"
요동반도,"요동,반도"
까까머리,"까까머리"
갯보리사초,"갯보리,사초"
자귀나무,"자귀,나무"
의붓아버지,"의붓아버지"
장인어른,"장인,어른"
녹동반도,"녹동,반도"
위원회장,"위원,회장"
장구벌레,"장구,벌레"
저녁노을,"저녁,노을"
보리새우,"보리,새우"
수챗구멍,"수챗구멍"
안내소장,"안내,소장"
청산가리,"청산,가리"
도둑고양이,"도둑,고양이"
작은사위,"작은사위"
소갈머리,"소갈머리"
사방팔방,"사방,팔방"
나무토막,"나무,토막"
아수라장,"아수라장"
작은처제,"작은처제"
초가지붕,"초가,지붕"
단발머리,"단발,머리"
작은아이,"작은아이"
저잣거리,"저잣거리"
눈물방울,"눈물,방울"
부대시설,"부대,시설"
탁잣바닥,"탁잣바닥"
앞치맛자락,"앞치맛자락"
햇병아리,"햇병아리"
바리데기,"바리데기"
몸살감기,"몸살,감기"
입술연지,"입술,연지"
절름발이,"절름발이"
초이렛날,"초이렛날"
외손주딸,"외손주딸"
오성물산,"오성,물산"
덩굴장미,"덩굴,장미"
측백나무,"측백,나무"
모과나무,"모과,나무"
후박나무,"후박,나무"
마호가니,"마호가니"
잔주름살,"잔주름살"
북악터널,"북악,터널"
파크호텔,"파크,호텔"
계수나무,"계수,나무"
철쭉나무,"철쭉,나무"
수도꼭지,"수도,꼭지"
물참나무,"물참,나무"
돌무더기,"돌무더기"
산등성이,"산등성이"
뭉게구름,"뭉게구름"
허무주의,"허무,주의"
노랫가락,"노랫가락"
의붓자식,"의붓자식"
신비주의,"신비,주의"
곱슬머리,"곱슬,머리"
역사주의,"역사,주의"
자랑거리,"자랑거리"
나물바구니,"나물,바구니"
먹사마귀,"먹사마귀"
나무다리,"나무,다리"
비렁뱅이,"비렁뱅이"
나무가리,"나무,가리"
꽃봉오리,"꽃봉오리"
바늘방석,"바늘,방석"
주인마누라,"주인,마누라"
사내자식,"사내,자식"
가슴앓이병,"가슴앓이병"
작은마누라,"작은마누라"
바느질감,"바느질감"
소태나무,"소태,나무"
방울방울,"방울,방울"
행주치마,"행주,치마"
소리마디,"소리,마디"
회오리바람,"회오리,바람"
멍석자리,"멍석,자리"
호밋자루,"호밋자루"
갈피갈피,"갈피,갈피"
통통걸음,"통통걸음"
버들가지,"버들,가지"
일시일시,"일시,일시"
양복바지,"양복,바지"
빨랫소리,"빨랫소리"
백도라지,"백도라지"
수세미오이,"수세미,오이"
쑤세미오이,"쑤세미,오이"
잠자리채,"잠자리채"
경성제국대학,"경성,제국,대학"
인사범절,"인사,범절"
시골뜨기,"시골뜨기"
목화송이,"목화,송이"
영화배우,"영화,배우"
나뭇가리,"나뭇가리"
두부찌개,"두부,찌개"
작은바늘,"작은바늘"
가지가지,"가지,가지"
아래윗동네,"아래윗동네"
회중전등,"회중,전등"
배은망덕,"배은,망덕"
타작마당,"타작,마당"
신성불가침,"신성,불가침"
얼음덩이,"얼음,덩이"
어젯저녁,"어젯저녁"
동냥자루,"동냥,자루"
